game_id,season,team,n_subs_logged,n_periods_with_subs,log_complete,season_end_year
20400669,2004-05,NJN,25,4,True,2005
20400670,2004-05,HOU,16,4,True,2005
20400670,2004-05,PHI,16,4,True,2005
20400671,2004-05,IND,25,4,True,2005
20400671,2004-05,TOR,16,4,True,2005
20400672,2004-05,ATL,23,4,True,2005
20400672,2004-05,DET,21,4,True,2005
20400673,2004-05,DAL,25,4,True,2005
20400673,2004-05,NOH,18,4,True,2005
20400674,2004-05,MIN,24,4,True,2005
20400674,2004-05,PHX,20,4,True,2005
20400675,2004-05,DEN,21,4,True,2005
20400675,2004-05,POR,17,4,True,2005
20400676,2004-05,GSW,19,5,True,2005
20400676,2004-05,SAC,11,3,False,2005
20400677,2004-05,CLE,13,3,False,2005
20400677,2004-05,MIA,12,4,False,2005
20400678,2004-05,LAC,18,4,True,2005
20400678,2004-05,MEM,23,4,True,2005
20400679,2004-05,LAL,11,3,False,2005
20400679,2004-05,SAS,24,4,True,2005
20400680,2004-05,TOR,16,4,True,2005
20400680,2004-05,WAS,12,4,False,2005
20400681,2004-05,ATL,21,4,True,2005
20400681,2004-05,PHI,17,4,True,2005
20400682,2004-05,DAL,26,4,True,2005
20400682,2004-05,IND,23,4,True,2005
20400683,2004-05,BOS,22,4,True,2005
20400683,2004-05,ORL,23,4,True,2005
20400684,2004-05,LAC,16,4,True,2005
20400684,2004-05,MIL,12,4,False,2005
20400685,2004-05,HOU,21,5,True,2005
20400685,2004-05,MIN,31,5,True,2005
20400686,2004-05,NYK,25,4,True,2005
20400686,2004-05,SAC,15,4,True,2005
20400687,2004-05,CHA,33,4,True,2005
20400687,2004-05,POR,15,4,True,2005
20400688,2004-05,GSW,22,4,True,2005
20400688,2004-05,NOH,19,4,True,2005
20400689,2004-05,DET,23,4,True,2005
20400689,2004-05,NJN,25,4,True,2005
20400690,2004-05,MIL,16,4,True,2005
20400690,2004-05,WAS,16,4,True,2005
20400691,2004-05,ATL,25,4,True,2005
20400691,2004-05,IND,23,4,True,2005
20400692,2004-05,CHI,29,4,True,2005
20400692,2004-05,MIA,19,4,True,2005
20400693,2004-05,CLE,15,4,True,2005
20400693,2004-05,ORL,21,4,True,2005
20400694,2004-05,DEN,20,4,True,2005
20400694,2004-05,GSW,21,4,True,2005
20400695,2004-05,NOH,14,3,False,2005
20400695,2004-05,UTA,13,4,False,2005
20400696,2004-05,NYK,13,4,False,2005
20400696,2004-05,PHX,16,4,True,2005
20400697,2004-05,POR,17,4,True,2005
20400697,2004-05,SAC,17,4,True,2005
20400698,2004-05,CHA,19,4,True,2005
20400698,2004-05,SEA,14,4,False,2005
20400699,2004-05,DAL,22,4,True,2005
20400699,2004-05,TOR,14,4,False,2005
20400700,2004-05,LAC,20,4,True,2005
20400700,2004-05,PHI,21,4,True,2005
20400701,2004-05,BOS,20,4,True,2005
20400701,2004-05,MIN,26,4,True,2005
20400702,2004-05,HOU,23,4,True,2005
20400702,2004-05,LAL,26,4,True,2005
20400703,2004-05,IND,22,4,True,2005
20400703,2004-05,WAS,13,4,False,2005
20400704,2004-05,NJN,19,4,True,2005
20400704,2004-05,PHI,21,4,True,2005
20400705,2004-05,ATL,19,4,True,2005
20400705,2004-05,LAL,18,4,True,2005
20400706,2004-05,GSW,20,4,True,2005
20400706,2004-05,MIA,20,4,True,2005
20400707,2004-05,NYK,25,4,True,2005
20400707,2004-05,UTA,22,5,True,2005
20400708,2004-05,CHA,20,4,True,2005
20400708,2004-05,SAS,25,4,True,2005
20400709,2004-05,GSW,22,4,True,2005
20400709,2004-05,ORL,24,4,True,2005
20400710,2004-05,CLE,15,4,True,2005
20400710,2004-05,TOR,13,4,False,2005
20400711,2004-05,BOS,22,4,True,2005
20400711,2004-05,MIL,15,4,True,2005
20400712,2004-05,MEM,20,4,True,2005
20400712,2004-05,MIN,18,4,True,2005
20400713,2004-05,CHI,20,4,True,2005
20400713,2004-05,DAL,19,4,True,2005
20400714,2004-05,DEN,20,4,True,2005
20400714,2004-05,UTA,18,4,True,2005
20400715,2004-05,PHX,18,4,True,2005
20400715,2004-05,SAC,15,4,True,2005
20400716,2004-05,NOH,15,4,True,2005
20400716,2004-05,SEA,16,4,True,2005
20400717,2004-05,BOS,28,4,True,2005
20400717,2004-05,LAC,24,4,True,2005
20400718,2004-05,MIL,14,4,False,2005
20400718,2004-05,TOR,14,4,False,2005
20400719,2004-05,MEM,20,4,True,2005
20400719,2004-05,PHI,16,4,True,2005
20400720,2004-05,SAS,27,4,True,2005
20400720,2004-05,WAS,11,4,False,2005
20400721,2004-05,CHA,20,4,True,2005
20400721,2004-05,IND,22,4,True,2005
20400722,2004-05,LAL,16,4,True,2005
20400722,2004-05,NJN,20,4,True,2005
20400723,2004-05,MIA,25,5,True,2005
20400723,2004-05,NYK,20,5,True,2005
20400724,2004-05,DEN,28,4,True,2005
20400724,2004-05,MIN,25,4,True,2005
20400725,2004-05,CHI,26,4,True,2005
20400725,2004-05,HOU,20,4,True,2005
20400726,2004-05,NOH,14,4,False,2005
20400726,2004-05,POR,18,4,True,2005
20400727,2004-05,ATL,21,4,True,2005
20400727,2004-05,ORL,20,4,True,2005
20400728,2004-05,DET,13,4,False,2005
20400728,2004-05,LAL,15,4,True,2005
20400729,2004-05,SAC,13,4,False,2005
20400729,2004-05,SEA,17,4,True,2005
20400730,2004-05,PHI,24,4,True,2005
20400730,2004-05,TOR,17,4,True,2005
20400731,2004-05,LAC,23,4,True,2005
20400731,2004-05,WAS,18,4,True,2005
20400732,2004-05,CHA,30,4,True,2005
20400732,2004-05,MIA,18,4,True,2005
20400733,2004-05,HOU,23,4,True,2005
20400733,2004-05,IND,28,4,True,2005
20400734,2004-05,BOS,29,4,True,2005
20400734,2004-05,NYK,15,4,True,2005
20400735,2004-05,NJN,23,4,True,2005
20400735,2004-05,SAS,25,4,True,2005
20400736,2004-05,CLE,16,4,True,2005
20400736,2004-05,DEN,23,4,True,2005
20400737,2004-05,MEM,12,4,False,2005
20400737,2004-05,POR,16,4,True,2005
20400738,2004-05,GSW,30,4,True,2005
20400738,2004-05,NOH,18,4,True,2005
20400739,2004-05,MIN,27,4,True,2005
20400739,2004-05,UTA,17,4,True,2005
20400740,2004-05,PHX,17,4,True,2005
20400740,2004-05,SEA,16,4,True,2005
20400741,2004-05,DAL,21,4,True,2005
20400741,2004-05,SAC,16,4,True,2005
20400742,2004-05,ORL,18,4,True,2005
20400742,2004-05,PHI,22,4,True,2005
20400743,2004-05,DET,17,4,True,2005
20400743,2004-05,WAS,13,4,False,2005
20400744,2004-05,ATL,22,4,True,2005
20400744,2004-05,MIL,16,4,True,2005
20400745,2004-05,MIA,23,4,True,2005
20400745,2004-05,SAS,27,4,True,2005
20400746,2004-05,CLE,17,3,False,2005
20400746,2004-05,LAL,20,4,True,2005
20400747,2004-05,CHI,29,4,True,2005
20400747,2004-05,MIN,14,4,False,2005
20400748,2004-05,BOS,20,4,True,2005
20400748,2004-05,SAC,11,4,False,2005
20400749,2004-05,LAC,26,4,True,2005
20400749,2004-05,TOR,9,4,False,2005
20400750,2004-05,DEN,16,4,True,2005
20400750,2004-05,NJN,19,4,True,2005
20400751,2004-05,CHA,23,4,True,2005
20400751,2004-05,NYK,15,4,True,2005
20400752,2004-05,NOH,19,4,True,2005
20400752,2004-05,ORL,23,4,True,2005
20400753,2004-05,IND,20,4,True,2005
20400753,2004-05,MEM,20,4,True,2005
20400754,2004-05,DAL,20,4,True,2005
20400754,2004-05,SEA,17,4,True,2005
20400755,2004-05,HOU,21,4,True,2005
20400755,2004-05,POR,25,4,True,2005
20400756,2004-05,GSW,22,5,True,2005
20400756,2004-05,PHX,17,5,True,2005
20400757,2004-05,NYK,21,3,False,2005
20400757,2004-05,PHI,17,4,True,2005
20400758,2004-05,CHA,31,4,True,2005
20400758,2004-05,POR,16,4,True,2005
20400759,2004-05,DET,15,4,True,2005
20400759,2004-05,MIL,15,4,True,2005
20400760,2004-05,NOH,13,4,False,2005
20400760,2004-05,WAS,20,4,True,2005
20400761,2004-05,PHX,22,4,True,2005
20400761,2004-05,UTA,20,4,True,2005
20400762,2004-05,LAC,28,4,True,2005
20400762,2004-05,ORL,22,4,True,2005
20400763,2004-05,ATL,22,4,True,2005
20400763,2004-05,DEN,22,4,True,2005
20400764,2004-05,MIN,14,4,False,2005
20400764,2004-05,NJN,20,4,True,2005
20400765,2004-05,CHI,31,4,True,2005
20400765,2004-05,SAC,15,4,True,2005
20400766,2004-05,HOU,14,3,False,2005
20400766,2004-05,WAS,11,3,False,2005
20400767,2004-05,LAL,20,4,True,2005
20400767,2004-05,UTA,19,4,True,2005
20400768,2004-05,DAL,19,4,True,2005
20400768,2004-05,GSW,17,4,True,2005
20400769,2004-05,BOS,25,4,True,2005
20400769,2004-05,MEM,23,4,True,2005
20400770,2004-05,CHI,22,4,True,2005
20400770,2004-05,TOR,11,4,False,2005
20400771,2004-05,DET,24,4,True,2005
20400771,2004-05,PHI,16,4,True,2005
20400772,2004-05,CHA,33,4,True,2005
20400772,2004-05,DEN,27,4,True,2005
20400773,2004-05,ATL,20,4,True,2005
20400773,2004-05,CLE,14,3,False,2005
20400774,2004-05,IND,23,4,True,2005
20400774,2004-05,POR,15,4,True,2005
20400775,2004-05,NJN,18,4,True,2005
20400775,2004-05,SAC,9,4,False,2005
20400776,2004-05,MIL,13,4,False,2005
20400776,2004-05,NYK,12,4,False,2005
20400777,2004-05,LAC,15,4,True,2005
20400777,2004-05,MIA,19,4,True,2005
20400778,2004-05,NOH,13,4,False,2005
20400778,2004-05,SAS,19,4,True,2005
20400779,2004-05,GSW,24,4,True,2005
20400779,2004-05,SEA,12,4,False,2005
20400780,2004-05,CLE,14,3,False,2005
20400780,2004-05,MIN,15,4,True,2005
20400781,2004-05,DAL,16,4,True,2005
20400781,2004-05,PHX,24,4,True,2005
20400782,2004-05,CHA,29,4,True,2005
20400782,2004-05,MIL,12,4,False,2005
20400783,2004-05,IND,25,4,True,2005
20400783,2004-05,ORL,24,4,True,2005
20400784,2004-05,NJN,28,4,True,2005
20400784,2004-05,TOR,12,4,False,2005
20400785,2004-05,DET,20,4,True,2005
20400785,2004-05,NYK,15,4,True,2005
20400786,2004-05,CHI,26,4,True,2005
20400786,2004-05,MIA,22,5,True,2005
20400787,2004-05,HOU,20,4,True,2005
20400787,2004-05,SEA,17,4,True,2005
20400788,2004-05,ATL,22,4,True,2005
20400788,2004-05,SAC,14,4,False,2005
20400789,2004-05,BOS,31,4,True,2005
20400789,2004-05,LAL,17,4,True,2005
20400790,2004-05,MEM,20,4,True,2005
20400790,2004-05,WAS,17,4,True,2005
20400791,2004-05,CHI,23,4,True,2005
20400791,2004-05,CLE,17,4,True,2005
20400792,2004-05,IND,27,5,True,2005
20400792,2004-05,MIA,21,5,True,2005
20400793,2004-05,MIL,17,4,True,2005
20400793,2004-05,NJN,22,4,True,2005
20400794,2004-05,NOH,22,4,True,2005
20400794,2004-05,SEA,11,4,False,2005
20400795,2004-05,HOU,22,4,True,2005
20400795,2004-05,SAS,32,4,True,2005
20400796,2004-05,BOS,25,4,True,2005
20400796,2004-05,DEN,16,4,True,2005
20400797,2004-05,DAL,26,4,True,2005
20400797,2004-05,UTA,21,4,True,2005
20400798,2004-05,LAC,14,4,False,2005
20400798,2004-05,PHX,16,4,True,2005
20400799,2004-05,LAL,18,4,True,2005
20400799,2004-05,POR,16,4,True,2005
20400800,2004-05,ATL,22,4,True,2005
20400800,2004-05,GSW,21,4,True,2005
20400801,2004-05,NYK,11,4,False,2005
20400801,2004-05,PHI,18,4,True,2005
20400802,2004-05,DAL,17,4,True,2005
20400802,2004-05,SAC,12,3,False,2005
20400803,2004-05,LAC,15,4,True,2005
20400803,2004-05,MIN,18,4,True,2005
20400804,2004-05,CHA,29,4,True,2005
20400804,2004-05,NJN,24,4,True,2005
20400805,2004-05,CLE,18,4,True,2005
20400805,2004-05,IND,27,4,True,2005
20400806,2004-05,DEN,37,5,True,2005
20400806,2004-05,MEM,31,5,True,2005
20400807,2004-05,CHI,22,4,True,2005
20400807,2004-05,WAS,18,4,True,2005
20400808,2004-05,MIL,19,4,True,2005
20400808,2004-05,TOR,12,4,False,2005
20400809,2004-05,BOS,24,4,True,2005
20400809,2004-05,UTA,20,4,True,2005
20400810,2004-05,ATL,23,4,True,2005
20400810,2004-05,POR,19,4,True,2005
20400811,2004-05,DET,19,4,True,2005
20400811,2004-05,LAL,20,4,True,2005
20400812,2004-05,MIN,16,4,True,2005
20400812,2004-05,SEA,13,3,False,2005
20400813,2004-05,MIA,20,4,True,2005
20400813,2004-05,ORL,25,4,True,2005
20400814,2004-05,CHA,30,4,True,2005
20400814,2004-05,CHI,27,4,True,2005
20400815,2004-05,IND,25,4,True,2005
20400815,2004-05,NYK,14,4,False,2005
20400816,2004-05,PHI,17,4,True,2005
20400816,2004-05,SAC,20,4,True,2005
20400817,2004-05,DAL,19,4,True,2005
20400817,2004-05,PHX,17,4,True,2005
20400818,2004-05,MEM,21,4,True,2005
20400818,2004-05,SAS,28,4,True,2005
20400819,2004-05,LAL,15,4,True,2005
20400819,2004-05,TOR,12,4,False,2005
20400820,2004-05,CLE,17,4,True,2005
20400820,2004-05,NJN,19,4,True,2005
20400821,2004-05,MIL,12,4,False,2005
20400821,2004-05,SEA,20,4,True,2005
20400822,2004-05,HOU,22,4,True,2005
20400822,2004-05,UTA,14,4,False,2005
20400823,2004-05,SAC,15,4,True,2005
20400823,2004-05,WAS,16,4,True,2005
20400824,2004-05,DEN,32,4,True,2005
20400824,2004-05,NOH,22,4,True,2005
20400825,2004-05,MIA,23,4,True,2005
20400825,2004-05,ORL,22,4,True,2005
20400826,2004-05,BOS,22,4,True,2005
20400826,2004-05,PHX,20,5,True,2005
20400827,2004-05,MIN,17,4,True,2005
20400827,2004-05,POR,19,4,True,2005
20400828,2004-05,DET,15,3,False,2005
20400828,2004-05,GSW,21,4,True,2005
20400829,2004-05,ATL,25,4,True,2005
20400829,2004-05,LAC,21,4,True,2005
20400830,2004-05,CLE,17,3,False,2005
20400830,2004-05,SAS,18,4,True,2005
20400831,2004-05,LAL,16,5,True,2005
20400831,2004-05,NYK,16,5,True,2005
20400832,2004-05,DAL,17,4,True,2005
20400832,2004-05,NOH,21,4,True,2005
20400833,2004-05,LAC,19,4,True,2005
20400833,2004-05,UTA,16,4,True,2005
20400834,2004-05,GSW,24,4,True,2005
20400834,2004-05,MEM,19,4,True,2005
20400835,2004-05,CHA,23,4,True,2005
20400835,2004-05,SAC,19,4,True,2005
20400836,2004-05,IND,25,4,True,2005
20400836,2004-05,SEA,19,4,True,2005
20400837,2004-05,MIL,17,4,True,2005
20400837,2004-05,PHI,21,4,True,2005
20400838,2004-05,CHI,21,4,True,2005
20400838,2004-05,HOU,14,4,False,2005
20400839,2004-05,ATL,26,4,True,2005
20400839,2004-05,DEN,31,4,True,2005
20400840,2004-05,DET,20,4,True,2005
20400840,2004-05,POR,21,4,True,2005
20400841,2004-05,NJN,18,4,True,2005
20400841,2004-05,PHI,19,4,True,2005
20400842,2004-05,HOU,23,4,True,2005
20400842,2004-05,WAS,22,4,True,2005
20400843,2004-05,ORL,24,4,True,2005
20400843,2004-05,SAC,17,4,True,2005
20400844,2004-05,CLE,19,4,True,2005
20400844,2004-05,SEA,17,4,True,2005
20400845,2004-05,BOS,16,4,True,2005
20400845,2004-05,LAL,20,4,True,2005
20400846,2004-05,GSW,12,3,False,2005
20400846,2004-05,MIN,15,4,True,2005
20400847,2004-05,SAS,22,4,True,2005
20400847,2004-05,TOR,12,4,False,2005
20400848,2004-05,CHA,28,4,True,2005
20400848,2004-05,NOH,19,4,True,2005
20400849,2004-05,ATL,19,4,True,2005
20400849,2004-05,UTA,21,4,True,2005
20400850,2004-05,DAL,33,4,True,2005
20400850,2004-05,LAC,15,4,True,2005
20400851,2004-05,MIA,22,4,True,2005
20400851,2004-05,NJN,25,4,True,2005
20400852,2004-05,DEN,25,4,True,2005
20400852,2004-05,IND,21,4,True,2005
20400853,2004-05,DET,18,4,True,2005
20400853,2004-05,PHX,17,4,True,2005
20400854,2004-05,CLE,15,4,True,2005
20400854,2004-05,PHI,17,4,True,2005
20400855,2004-05,GSW,19,4,True,2005
20400855,2004-05,WAS,15,4,True,2005
20400856,2004-05,NYK,21,4,True,2005
20400856,2004-05,ORL,26,4,True,2005
20400857,2004-05,BOS,19,4,True,2005
20400857,2004-05,CHA,22,4,True,2005
20400858,2004-05,MIA,14,4,False,2005
20400858,2004-05,SAC,15,4,True,2005
20400859,2004-05,MEM,15,4,True,2005
20400859,2004-05,TOR,15,4,True,2005
20400860,2004-05,NOH,18,4,True,2005
20400860,2004-05,UTA,18,4,True,2005
20400861,2004-05,MIL,15,4,True,2005
20400861,2004-05,MIN,15,4,True,2005
20400862,2004-05,CHI,31,4,True,2005
20400862,2004-05,SAS,34,4,True,2005
20400863,2004-05,IND,23,4,True,2005
20400863,2004-05,POR,16,4,True,2005
20400864,2004-05,DAL,26,4,True,2005
20400864,2004-05,LAL,17,4,True,2005
20400865,2004-05,DET,26,4,True,2005
20400865,2004-05,SEA,20,4,True,2005
20400866,2004-05,DEN,24,4,True,2005
20400866,2004-05,LAC,18,4,True,2005
20400867,2004-05,CHA,29,4,True,2005
20400867,2004-05,WAS,20,4,True,2005
20400868,2004-05,ATL,19,4,True,2005
20400868,2004-05,PHI,18,4,True,2005
20400869,2004-05,NJN,17,4,True,2005
20400869,2004-05,ORL,18,4,True,2005
20400870,2004-05,CHI,19,4,True,2005
20400870,2004-05,MIL,12,4,False,2005
20400871,2004-05,PHX,17,4,True,2005
20400871,2004-05,POR,20,4,True,2005
20400872,2004-05,DAL,23,4,True,2005
20400872,2004-05,HOU,17,4,True,2005
20400873,2004-05,DET,19,4,True,2005
20400873,2004-05,SAC,13,4,False,2005
20400874,2004-05,BOS,17,4,True,2005
20400874,2004-05,MIN,15,4,True,2005
20400875,2004-05,NOH,14,4,False,2005
20400875,2004-05,TOR,12,4,False,2005
20400876,2004-05,SAS,24,4,True,2005
20400876,2004-05,UTA,22,4,True,2005
20400877,2004-05,GSW,18,4,True,2005
20400877,2004-05,NYK,18,4,True,2005
20400878,2004-05,CLE,13,3,False,2005
20400878,2004-05,MIA,18,4,True,2005
20400879,2004-05,PHX,18,4,True,2005
20400879,2004-05,SEA,17,4,True,2005
20400880,2004-05,IND,18,4,True,2005
20400880,2004-05,LAL,16,4,True,2005
20400881,2004-05,MIA,22,4,True,2005
20400881,2004-05,PHI,18,4,True,2005
20400882,2004-05,CHI,18,4,True,2005
20400882,2004-05,MIL,12,4,False,2005
20400883,2004-05,DAL,14,4,False,2005
20400883,2004-05,TOR,15,4,True,2005
20400884,2004-05,DEN,24,4,True,2005
20400884,2004-05,POR,18,4,True,2005
20400885,2004-05,LAC,27,4,True,2005
20400885,2004-05,MEM,20,4,True,2005
20400886,2004-05,GSW,21,4,True,2005
20400886,2004-05,PHI,20,4,True,2005
20400887,2004-05,CLE,18,4,True,2005
20400887,2004-05,ORL,20,4,True,2005
20400888,2004-05,NYK,22,4,True,2005
20400888,2004-05,WAS,22,4,True,2005
20400889,2004-05,ATL,25,4,True,2005
20400889,2004-05,MIL,13,4,False,2005
20400890,2004-05,CHA,24,4,True,2005
20400890,2004-05,MIN,18,4,True,2005
20400891,2004-05,NJN,23,4,True,2005
20400891,2004-05,SAS,29,4,True,2005
20400892,2004-05,IND,32,4,True,2005
20400892,2004-05,UTA,10,4,False,2005
20400893,2004-05,MEM,19,4,True,2005
20400893,2004-05,SAC,13,4,False,2005
20400894,2004-05,HOU,19,4,True,2005
20400894,2004-05,SEA,22,4,True,2005
20400895,2004-05,LAC,15,4,True,2005
20400895,2004-05,LAL,15,4,True,2005
20400896,2004-05,ATL,21,4,True,2005
20400896,2004-05,BOS,20,4,True,2005
20400897,2004-05,ORL,16,4,True,2005
20400897,2004-05,TOR,12,4,False,2005
20400898,2004-05,DET,17,4,True,2005
20400898,2004-05,GSW,25,4,True,2005
20400899,2004-05,NJN,21,5,True,2005
20400899,2004-05,NOH,17,4,True,2005
20400900,2004-05,PHX,14,4,False,2005
20400900,2004-05,SAS,16,4,True,2005
20400901,2004-05,CHI,23,4,True,2005
20400901,2004-05,POR,22,4,True,2005
20400902,2004-05,MIA,15,4,True,2005
20400902,2004-05,MIN,18,4,True,2005
20400903,2004-05,DAL,25,4,True,2005
20400903,2004-05,LAL,18,4,True,2005
20400904,2004-05,ATL,24,5,True,2005
20400904,2004-05,TOR,13,4,False,2005
20400905,2004-05,CHA,29,4,True,2005
20400905,2004-05,PHI,17,4,True,2005
20400906,2004-05,MIN,24,4,True,2005
20400906,2004-05,ORL,23,4,True,2005
20400907,2004-05,GSW,16,4,True,2005
20400907,2004-05,IND,25,4,True,2005
20400908,2004-05,BOS,24,6,True,2005
20400908,2004-05,DET,24,6,True,2005
20400909,2004-05,DAL,22,4,True,2005
20400909,2004-05,MIL,16,4,True,2005
20400910,2004-05,MEM,19,4,True,2005
20400910,2004-05,UTA,18,4,True,2005
20400911,2004-05,HOU,18,4,True,2005
20400911,2004-05,PHX,22,4,True,2005
20400912,2004-05,LAC,18,4,True,2005
20400912,2004-05,SAC,10,4,False,2005
20400913,2004-05,CHI,25,4,True,2005
20400913,2004-05,SEA,21,4,True,2005
20400914,2004-05,MIA,14,4,False,2005
20400914,2004-05,NJN,19,4,True,2005
20400915,2004-05,CHA,33,4,True,2005
20400915,2004-05,LAL,20,4,True,2005
20400916,2004-05,ATL,22,4,True,2005
20400916,2004-05,GSW,18,4,True,2005
20400917,2004-05,MIL,16,4,True,2005
20400917,2004-05,NOH,19,4,True,2005
20400918,2004-05,DEN,34,4,True,2005
20400918,2004-05,SAS,30,4,True,2005
20400919,2004-05,MEM,22,4,True,2005
20400919,2004-05,POR,18,4,True,2005
20400920,2004-05,DAL,21,4,True,2005
20400920,2004-05,MIN,16,4,True,2005
20400921,2004-05,CHI,22,4,True,2005
20400921,2004-05,LAC,20,4,True,2005
20400922,2004-05,HOU,18,4,True,2005
20400922,2004-05,SAC,14,4,False,2005
20400923,2004-05,BOS,21,4,True,2005
20400923,2004-05,WAS,20,4,True,2005
20400924,2004-05,PHI,21,4,True,2005
20400924,2004-05,TOR,14,4,False,2005
20400925,2004-05,NYK,20,4,True,2005
20400925,2004-05,SEA,18,4,True,2005
20400926,2004-05,NJN,19,4,True,2005
20400926,2004-05,ORL,19,4,True,2005
20400927,2004-05,DET,17,4,True,2005
20400927,2004-05,UTA,10,4,False,2005
20400928,2004-05,CLE,16,4,True,2005
20400928,2004-05,IND,30,4,True,2005
20400929,2004-05,DEN,24,4,True,2005
20400929,2004-05,PHX,17,4,True,2005
20400930,2004-05,LAL,19,4,True,2005
20400930,2004-05,WAS,17,4,True,2005
20400931,2004-05,BOS,23,4,True,2005
20400931,2004-05,CHA,27,4,True,2005
20400932,2004-05,ATL,26,5,True,2005
20400932,2004-05,DET,18,4,True,2005
20400933,2004-05,MIA,13,4,False,2005
20400933,2004-05,MIL,16,4,True,2005
20400934,2004-05,MEM,17,4,True,2005
20400934,2004-05,POR,17,4,True,2005
20400935,2004-05,NOH,16,4,True,2005
20400935,2004-05,SAS,18,4,True,2005
20400936,2004-05,GSW,13,4,False,2005
20400936,2004-05,HOU,16,4,True,2005
20400937,2004-05,LAL,19,4,True,2005
20400937,2004-05,PHI,22,4,True,2005
20400938,2004-05,CLE,13,3,False,2005
20400938,2004-05,UTA,18,4,True,2005
20400939,2004-05,MIA,15,3,False,2005
20400939,2004-05,NYK,19,4,True,2005
20400940,2004-05,CHI,24,4,True,2005
20400940,2004-05,SEA,19,4,True,2005
20400941,2004-05,DAL,19,4,True,2005
20400941,2004-05,MIN,18,4,True,2005
20400942,2004-05,ORL,22,4,True,2005
20400942,2004-05,SAC,13,4,False,2005
20400943,2004-05,BOS,19,4,True,2005
20400943,2004-05,TOR,10,4,False,2005
20400944,2004-05,IND,26,4,True,2005
20400944,2004-05,UTA,21,4,True,2005
20400945,2004-05,CHI,18,4,True,2005
20400945,2004-05,NJN,18,4,True,2005
20400946,2004-05,ATL,29,4,True,2005
20400946,2004-05,WAS,14,4,False,2005
20400947,2004-05,DET,16,4,True,2005
20400947,2004-05,SEA,12,4,False,2005
20400948,2004-05,CLE,14,4,False,2005
20400948,2004-05,MIL,11,3,False,2005
20400949,2004-05,MEM,21,4,True,2005
20400949,2004-05,NOH,17,4,True,2005
20400950,2004-05,HOU,15,4,True,2005
20400950,2004-05,POR,18,4,True,2005
20400951,2004-05,MIN,16,4,True,2005
20400951,2004-05,SAS,20,4,True,2005
20400952,2004-05,CHA,24,4,True,2005
20400952,2004-05,DEN,19,4,True,2005
20400953,2004-05,LAC,22,4,True,2005
20400953,2004-05,ORL,17,4,True,2005
20400954,2004-05,LAL,20,4,True,2005
20400954,2004-05,MIA,17,4,True,2005
20400955,2004-05,DAL,21,4,True,2005
20400955,2004-05,POR,22,4,True,2005
20400956,2004-05,GSW,15,4,True,2005
20400956,2004-05,SAC,12,4,False,2005
20400957,2004-05,NJN,16,4,True,2005
20400957,2004-05,UTA,18,4,True,2005
20400958,2004-05,ATL,21,4,True,2005
20400958,2004-05,NYK,14,4,False,2005
20400959,2004-05,CLE,18,4,True,2005
20400959,2004-05,PHI,22,4,True,2005
20400960,2004-05,IND,22,4,True,2005
20400960,2004-05,LAL,16,4,True,2005
20400961,2004-05,DET,22,4,True,2005
20400961,2004-05,TOR,11,4,False,2005
20400962,2004-05,MEM,15,4,True,2005
20400962,2004-05,MIN,18,4,True,2005
20400963,2004-05,CHI,21,4,True,2005
20400963,2004-05,NOH,17,4,True,2005
20400964,2004-05,MIL,13,4,False,2005
20400964,2004-05,WAS,11,4,False,2005
20400965,2004-05,BOS,18,4,True,2005
20400965,2004-05,HOU,19,4,True,2005
20400966,2004-05,CHA,22,4,True,2005
20400966,2004-05,SAS,20,4,True,2005
20400967,2004-05,DEN,21,4,True,2005
20400967,2004-05,LAC,22,4,True,2005
20400968,2004-05,GSW,17,4,True,2005
20400968,2004-05,PHX,15,4,True,2005
20400969,2004-05,ORL,24,4,True,2005
20400969,2004-05,SEA,15,4,True,2005
20400970,2004-05,CHI,17,4,True,2005
20400970,2004-05,PHI,22,4,True,2005
20400971,2004-05,UTA,15,4,True,2005
20400971,2004-05,WAS,12,3,False,2005
20400972,2004-05,MIA,19,4,True,2005
20400972,2004-05,NYK,19,4,True,2005
20400973,2004-05,BOS,22,4,True,2005
20400973,2004-05,NOH,19,4,True,2005
20400974,2004-05,CHA,27,4,True,2005
20400974,2004-05,DAL,26,4,True,2005
20400975,2004-05,ORL,32,4,True,2005
20400975,2004-05,POR,19,4,True,2005
20400976,2004-05,LAC,31,5,True,2005
20400976,2004-05,SAC,19,5,True,2005
20400977,2004-05,CLE,15,3,False,2005
20400977,2004-05,TOR,11,4,False,2005
20400978,2004-05,DET,17,4,True,2005
20400978,2004-05,SAS,23,4,True,2005
20400979,2004-05,IND,20,4,True,2005
20400979,2004-05,NJN,20,4,True,2005
20400980,2004-05,MEM,19,4,True,2005
20400980,2004-05,PHX,13,4,False,2005
20400981,2004-05,HOU,19,4,True,2005
20400981,2004-05,MIN,20,4,True,2005
20400982,2004-05,DEN,25,4,True,2005
20400982,2004-05,MIL,17,4,True,2005
20400983,2004-05,GSW,18,4,True,2005
20400983,2004-05,SAC,13,4,False,2005
20400984,2004-05,LAL,22,4,True,2005
20400984,2004-05,SEA,18,4,True,2005
20400985,2004-05,CHA,20,4,True,2005
20400985,2004-05,ORL,26,4,True,2005
20400986,2004-05,NYK,14,4,False,2005
20400986,2004-05,SAS,24,4,True,2005
20400987,2004-05,ATL,25,4,True,2005
20400987,2004-05,CHI,21,4,True,2005
