season_end_year,team_bbref,coach,games_coached,team_game_first,team_game_last,stint_index,n_coaches_that_season,team
2021,MIN,Ryan Saunders,31,1,31,1,2,MIN
2021,MIN,Chris Finch,41,32,72,2,2,MIN
2021,NOP,Stan Van Gundy,72,1,72,1,1,NOP
2021,NYK,Tom Thibodeau,72,1,72,1,1,NYK
2021,OKC,Mark Daigneault,72,1,72,1,1,OKC
2021,ORL,Steve Clifford,72,1,72,1,1,ORL
2021,PHI,Doc Rivers,72,1,72,1,1,PHI
2021,PHO,Monty Williams,72,1,72,1,1,PHX
2021,POR,Terry Stotts,72,1,72,1,1,POR
2021,SAC,Luke Walton,72,1,72,1,1,SAC
2021,SAS,Gregg Popovich,72,1,72,1,1,SAS
2021,TOR,Nick Nurse,72,1,72,1,1,TOR
2021,UTA,Quin Snyder,72,1,72,1,1,UTA
2021,WAS,Scott Brooks,72,1,72,1,1,WAS
2022,ATL,Nate McMillan,82,1,82,1,1,ATL
2022,BKN,Steve Nash,82,1,82,1,1,BKN
2022,BOS,Ime Udoka,82,1,82,1,1,BOS
2022,CHA,James Borrego,82,1,82,1,1,CHA
2022,CHI,Billy Donovan,82,1,82,1,1,CHI
2022,CLE,J.B. Bickerstaff,82,1,82,1,1,CLE
2022,DAL,Jason Kidd,82,1,82,1,1,DAL
2022,DEN,Michael Malone,82,1,82,1,1,DEN
2022,DET,Dwane Casey,82,1,82,1,1,DET
2022,GSW,Steve Kerr,82,1,82,1,1,GSW
2022,HOU,Stephen Silas,82,1,82,1,1,HOU
2022,IND,Rick Carlisle,82,1,82,1,1,IND
2022,LAC,Tyronn Lue,82,1,82,1,1,LAC
2022,LAL,Frank Vogel,82,1,82,1,1,LAL
2022,MEM,Taylor Jenkins,82,1,82,1,1,MEM
2022,MIA,Erik Spoelstra,82,1,82,1,1,MIA
2022,MIL,Mike Budenholzer,82,1,82,1,1,MIL
2022,MIN,Chris Finch,82,1,82,1,1,MIN
2022,NOP,Willie Green,82,1,82,1,1,NOP
2022,NYK,Tom Thibodeau,82,1,82,1,1,NYK
2022,OKC,Mark Daigneault,82,1,82,1,1,OKC
2022,ORL,Jamahl Mosley,82,1,82,1,1,ORL
2022,PHI,Doc Rivers,82,1,82,1,1,PHI
2022,PHX,Monty Williams,82,1,82,1,1,PHX
2022,POR,Chauncey Billups,82,1,82,1,1,POR
2022,SAC,Luke Walton,17,1,17,1,2,SAC
2022,SAC,Alvin Gentry,65,18,82,2,2,SAC
2022,SAS,Gregg Popovich,82,1,82,1,1,SAS
2022,TOR,Nick Nurse,82,1,82,1,1,TOR
2022,UTA,Quin Snyder,82,1,82,1,1,UTA
2022,WAS,Wes Unseld,82,1,82,1,1,WAS
2023,ATL,Nate McMillan,59,1,59,1,3,ATL
2023,ATL,Joe Prunty,2,60,61,2,3,ATL
2023,ATL,Quin Snyder,21,62,82,3,3,ATL
2023,BKN,Steve Nash,7,1,7,1,2,BKN
2023,BKN,Jacque Vaughn,75,8,82,2,2,BKN
2023,BOS,Joe Mazzulla,82,1,82,1,1,BOS
2023,CHA,Steve Clifford,82,1,82,1,1,CHA
2023,CHI,Billy Donovan,82,1,82,1,1,CHI
2023,CLE,J.B. Bickerstaff,82,1,82,1,1,CLE
2023,DAL,Jason Kidd,82,1,82,1,1,DAL
2023,DEN,Michael Malone,82,1,82,1,1,DEN
2023,DET,Dwane Casey,82,1,82,1,1,DET
2023,GSW,Steve Kerr,82,1,82,1,1,GSW
2023,HOU,Stephen Silas,82,1,82,1,1,HOU
2023,IND,Rick Carlisle,82,1,82,1,1,IND
2023,LAC,Tyronn Lue,82,1,82,1,1,LAC
2023,LAL,Darvin Ham,82,1,82,1,1,LAL
2023,MEM,Taylor Jenkins,82,1,82,1,1,MEM
2023,MIA,Erik Spoelstra,82,1,82,1,1,MIA
2023,MIL,Mike Budenholzer,82,1,82,1,1,MIL
2023,MIN,Chris Finch,82,1,82,1,1,MIN
2023,NOP,Willie Green,82,1,82,1,1,NOP
2023,NYK,Tom Thibodeau,82,1,82,1,1,NYK
2023,OKC,Mark Daigneault,82,1,82,1,1,OKC
2023,ORL,Jamahl Mosley,82,1,82,1,1,ORL
2023,PHI,Doc Rivers,82,1,82,1,1,PHI
2023,PHX,Monty Williams,82,1,82,1,1,PHX
2023,POR,Chauncey Billups,82,1,82,1,1,POR
2023,SAC,Mike Brown,82,1,82,1,1,SAC
2023,SAS,Gregg Popovich,82,1,82,1,1,SAS
2023,TOR,Nick Nurse,82,1,82,1,1,TOR
2023,UTA,Will Hardy,82,1,82,1,1,UTA
2023,WAS,Wes Unseld,82,1,82,1,1,WAS
2024,ATL,Quin Snyder,82,1,82,1,1,ATL
2024,BKN,Jacque Vaughn,54,1,54,1,2,BKN
2024,BKN,Kevin Ollie,28,55,82,2,2,BKN
2024,BOS,Joe Mazzulla,82,1,82,1,1,BOS
2024,CHA,Steve Clifford,82,1,82,1,1,CHA
2024,CHI,Billy Donovan,82,1,82,1,1,CHI
2024,CLE,J.B. Bickerstaff,82,1,82,1,1,CLE
2024,DAL,Jason Kidd,82,1,82,1,1,DAL
2024,DEN,Michael Malone,82,1,82,1,1,DEN
2024,DET,Monty Williams,82,1,82,1,1,DET
2024,GSW,Steve Kerr,82,1,82,1,1,GSW
2024,HOU,Ime Udoka,82,1,82,1,1,HOU
2024,IND,Rick Carlisle,82,1,82,1,1,IND
2024,LAC,Tyronn Lue,82,1,82,1,1,LAC
2024,LAL,Darvin Ham,82,1,82,1,1,LAL
2024,MEM,Taylor Jenkins,82,1,82,1,1,MEM
2024,MIA,Erik Spoelstra,82,1,82,1,1,MIA
2024,MIL,Adrian Griffin,43,1,43,1,3,MIL
2024,MIL,Joe Prunty,3,44,46,2,3,MIL
2024,MIL,Doc Rivers,36,47,82,3,3,MIL
2024,MIN,Chris Finch,82,1,82,1,1,MIN
2024,NOP,Willie Green,82,1,82,1,1,NOP
2024,NYK,Tom Thibodeau,82,1,82,1,1,NYK
2024,OKC,Mark Daigneault,82,1,82,1,1,OKC
2024,ORL,Jamahl Mosley,82,1,82,1,1,ORL
2024,PHI,Nick Nurse,82,1,82,1,1,PHI
2024,PHX,Frank Vogel,82,1,82,1,1,PHX
2024,POR,Chauncey Billups,82,1,82,1,1,POR
2024,SAC,Mike Brown,82,1,82,1,1,SAC
2024,SAS,Gregg Popovich,82,1,82,1,1,SAS
2024,TOR,Darko Rajakovic,82,1,82,1,1,TOR
2024,UTA,Will Hardy,82,1,82,1,1,UTA
2024,WAS,Wes Unseld,43,1,43,1,2,WAS
2024,WAS,Brian Keefe,39,44,82,2,2,WAS
2025,ATL,Quin Snyder,82,1,82,1,1,ATL
2025,BKN,Jordi Fernandez,82,1,82,1,1,BKN
2025,BOS,Joe Mazzulla,82,1,82,1,1,BOS
2025,CHA,Charles Lee,82,1,82,1,1,CHA
2025,CHI,Billy Donovan,82,1,82,1,1,CHI
2025,CLE,Kenny Atkinson,82,1,82,1,1,CLE
2025,DAL,Jason Kidd,82,1,82,1,1,DAL
2025,DEN,Michael Malone,79,1,79,1,2,DEN
2025,DEN,David Adelman,3,80,82,2,2,DEN
2025,DET,J.B. Bickerstaff,82,1,82,1,1,DET
2025,GSW,Steve Kerr,82,1,82,1,1,GSW
2025,HOU,Ime Udoka,82,1,82,1,1,HOU
2025,IND,Rick Carlisle,82,1,82,1,1,IND
2025,LAC,Tyronn Lue,82,1,82,1,1,LAC
2025,LAL,JJ Redick,82,1,82,1,1,LAL
2025,MEM,Taylor Jenkins,73,1,73,1,2,MEM
2025,MEM,Tuomas Iisalo,9,74,82,2,2,MEM
2025,MIA,Erik Spoelstra,82,1,82,1,1,MIA
2025,MIL,Doc Rivers,82,1,82,1,1,MIL
2025,MIN,Chris Finch,82,1,82,1,1,MIN
2025,NOP,Willie Green,82,1,82,1,1,NOP
2025,NYK,Tom Thibodeau,82,1,82,1,1,NYK
2025,OKC,Mark Daigneault,82,1,82,1,1,OKC
2025,ORL,Jamahl Mosley,82,1,82,1,1,ORL
2025,PHI,Nick Nurse,82,1,82,1,1,PHI
2025,PHX,Mike Budenholzer,82,1,82,1,1,PHX
2025,POR,Chauncey Billups,82,1,82,1,1,POR
2025,SAC,Mike Brown,31,1,31,1,2,SAC
2025,SAC,Doug Christie,51,32,82,2,2,SAC
2025,SAS,Gregg Popovich,5,1,5,1,2,SAS
2025,SAS,Mitch Johnson,77,6,82,2,2,SAS
2025,TOR,Darko Rajakovic,82,1,82,1,1,TOR
2025,UTA,Will Hardy,82,1,82,1,1,UTA
2025,WAS,Brian Keefe,82,1,82,1,1,WAS
